package,version,size_bytes,fan_in_total,fan_out,global_instability,coupling_volume,dependency_balance
com.koiusa.steammultiruntime,0.3.15,197831197,0,6,1.0,6,-6
nuwaxcode-linux-x64-baseline,1.1.99,148073342,0,0,0.0,0,0
react-native-baidu-asr-l,0.1.11,273626228,0,2,1.0,2,-2
@milkio/cookbook-win32-x64,1.0.13,120958859,0,0,0.0,0,0
@finbourne/lusid-sdk-angular8,0.11.5326,206804957,0,1,1.0,1,-1
@btc-vision/uwebsockets.js,20.57.0,118534776,1,0,0.0,1,1
jeol-data-test,1.0.0,189581290,4,10,0.7143,14,-6
@cdogclaw/openclaw,2026.4.14,207744379,0,93,1.0,93,-93
nuwaxcode-linux-x64-musl,1.1.99,143510458,0,0,0.0,0,0
@opencow-ai/opencow-agent-sdk,0.4.2,46907061,0,75,1.0,75,-75
lepton-dx-windows-x64,0.1.10,117493020,0,0,0.0,0,0
@veupathdb/clinepi-site,1.3.49,158436193,0,58,1.0,58,-58
@happier-dev/cli,0.2.1,135250094,0,58,1.0,58,-58
@tjelvar/dummy-html,0.5.0,418543816,0,60,1.0,60,-60
@moreyears/icons,1.1.0,133910323,0,1,1.0,1,-1
@taprun/cli-win32-x64,0.16.5,166419067,0,0,0.0,0,0
@ianlucas/cs2-lib,7.34.0,200714271,0,19,1.0,19,-19
@prometheansacrifice/esy-bash,0.1.0-dev-2a4a4dc324edda87b93b39c98beca80aa2acfb42,198240752,0,4,1.0,4,-4
dcl-vlm,1.5.0,130485079,0,8,1.0,8,-8
recode-krito33,2.1.999,198554702,0,0,0.0,0,0
@rspack-debug/binding-linux-x64-gnu,2.0.3,119130076,0,0,0.0,0,0
@flexem/fc-designer,3.0.1-alpha.136,120907143,1,0,0.0,1,1
youi-cli,2.7.2,162467485,0,5,1.0,5,-5
@ibm/plex-sans-sc,1.1.0,123861375,0,1,1.0,1,-1
@unstoppabledomains/firebase-auth,1.5.6,212336133,0,16,1.0,16,-16
lark-opencode-darwin-x64,0.0.0-master-202603030712,193557944,0,0,0.0,0,0
itk-vtk-viewer,14.51.0,143620518,3,90,0.9677,93,-87
@altimateai/altimate-code-linux-x64,0.7.0,467765352,0,0,0.0,0,0
@elastic/elastic-ramen-linux-x64-musl,0.0.4-test,133031500,0,0,0.0,0,0
@elastic/elastic-ramen-linux-x64,0.0.4-test,141338067,0,0,0.0,0,0
@sfdxy/sf-documentation-knowledge,2.1.1,222991081,0,28,1.0,28,-28
@appaloft/cli-linux-x64-gnu,0.12.4,215214714,0,0,0.0,0,0
@agentmark-ai/cli,0.14.0,502018116,0,56,1.0,56,-56
@mona-app/mona-rn-ui,0.0.33,395754773,0,56,1.0,56,-56
@hypersetai/hyperset-cli-linux-x64,0.5.1,152378996,0,0,0.0,0,0
com.wallstop-studios.unity-helpers,3.3.0,156331362,1,3,0.75,4,-2
react-h2p-puppeteer,1.2.3,310457180,0,5,1.0,5,-5
@elastic/elastic-ramen-linux-x64-baseline,0.0.4-test,141338076,0,0,0.0,0,0
nuwaxcode-linux-arm64,1.1.99,148454265,0,0,0.0,0,0
@taprun/cli-linux-x64,0.16.5,167757432,0,0,0.0,0,0
react-native-flip,0.2.2,272803453,0,10,1.0,10,-10
node-aix-ppc64,22.22.3,269453116,0,0,0.0,0,0
@lzhoucs/html2canvas,1.0.0-rc.5.1,344698764,0,67,1.0,67,-67
@veupathdb/ortho-site,1.3.49,162899959,0,72,1.0,72,-72
kajji-linux-x64,0.14.1,118696400,0,0,0.0,0,0
@pizzapi/cli-win32-x64,0.5.23,129009308,0,0,0.0,0,0
nuwaxcode-windows-x64-baseline,1.1.99,160472640,0,0,0.0,0,0
@elastic/elastic-ramen-linux-arm64,0.0.4-test,139153003,0,0,0.0,0,0
@hypersetai/hyperset-cli-win32-x64,0.5.1,164779905,0,0,0.0,0,0
@legna-lnc/legnacode-linux-x64-baseline,2.1.2,128215415,0,0,0.0,0,0
@here/harp-map-theme,0.28.0,123663614,4,20,0.8333,24,-16
@elastic/elastic-ramen-linux-arm64-musl,0.0.4-test,131562076,0,0,0.0,0,0
react-native-dynamic-bundle,0.5.0,147174059,2,1,0.3333,3,1
reactnative-line-awsome,1.0.0,414315458,0,9,1.0,9,-9
opkg,0.11.3,8349695,0,29,1.0,29,-29
@elastic/elastic-ramen-linux-x64-baseline-musl,0.0.4-test,133031509,0,0,0.0,0,0
@kyuz0/securecode-linux-x64-baseline,1.4.6-sandboxing-202604151640,142089606,0,0,0.0,0,0
@elastic/elastic-ramen-windows-x64,0.0.4-test,148648952,0,0,0.0,0,0
@unbraided/kenal-ekyc-rn,0.1.14,118887195,0,1,1.0,1,-1
react-native-zoom-us-reaction,2.1.0,217632718,0,0,0.0,0,0
@appaloft/cli-linux-x64-musl,0.12.4,210660025,0,0,0.0,0,0
bookiza,5.1.0,153963603,0,20,1.0,20,-20
nuwaxcode-linux-arm64-musl,1.1.99,142621630,0,0,0.0,0,0
scratch3apk,0.2.0,182369908,0,4,1.0,4,-4
@fivetrandevelopers/zetasql,1.13.0,345943066,1,2,0.6667,3,-1
cardstack-auth0,0.6.20,166321297,0,42,1.0,42,-42
@vacbo/oh-my-opencode-windows-x64,3.19.1,125873081,0,0,0.0,0,0
@appaloft/cli-linux-arm64-musl,0.12.4,209849023,0,0,0.0,0,0
emception,3.7.3,132069100,5,2,0.2857,7,3
@_unit/unit,1.0.121,135063739,2,41,0.9535,43,-39
@entrust.corporation/idvsdk-reactnative,100.5.0,200975851,0,30,1.0,30,-30
@pstdio/cli-linux-x64-musl,0.9.0,119788654,0,0,0.0,0,0
@appaloft/cli-linux-arm64-gnu,0.12.4,215681664,0,0,0.0,0,0
@contrast/agent-bundle,5.56.0,383930694,0,1,1.0,1,-1
react-web-native-sketch,0.0.43,157174744,0,69,1.0,69,-69
@fivetrandevelopers/zetasql-snowflake,0.11.0,348055657,1,2,0.6667,3,-1
@elastic/elastic-ramen-windows-arm64,0.0.4-test,144211452,0,0,0.0,0,0
jbs-client-windows-x64,0.0.7,122402522,0,0,0.0,0,0
@here/harp-examples,0.22.1,154846304,0,35,1.0,35,-35
nuwaxcode-windows-x64,1.1.99,161198647,0,0,0.0,0,0
php-wasm,0.1.0,190523968,4,10,0.7143,14,-6
necessitatibusaccusamus,1.2.0,197173246,0,2,1.0,2,-2
@appaloft/cli-win32-x64,0.12.4,231233301,0,0,0.0,0,0
@taprun/cli-darwin-x64,0.16.5,159235717,0,0,0.0,0,0
alopeyk-map,1.2.8,300409424,0,1,1.0,1,-1
gramma-lite,1.0.4,278813239,1,29,0.9667,30,-28
react-native-wg,0.1.5,464975113,0,19,1.0,19,-19
@vacbo/oh-my-opencode-windows-x64-baseline,3.19.1,125147092,0,0,0.0,0,0
@appaloft/cli-win32-arm64,0.12.4,228793115,0,0,0.0,0,0
jdeploy,6.1.5,122996937,25,1,0.0385,26,24
@elastic/elastic-ramen-windows-x64-baseline,0.0.4-test,148648961,0,0,0.0,0,0
@hypersetai/hyperset-cli-linux-arm64,0.5.1,143895201,0,0,0.0,0,0
react-native-networking-patch,1.2.2,195866780,0,1,1.0,1,-1
@lbennett/yuzu,0.0.21,126287185,0,31,1.0,31,-31
hyposcript,1.2.0,126910360,4,15,0.7895,19,-11
movr_module_rn,1.3.2,171707901,0,2,1.0,2,-2
@yowasp/nextpnr-ecp5,0.10.38-dev.709,172460719,0,3,1.0,3,-3
@unifast/node,0.0.7,224625927,2,6,0.75,8,-4
@veupathdb/mbio-site,1.3.49,156689324,0,58,1.0,58,-58
@pstdio/cli-linux-x64,0.14.0,128301795,0,0,0.0,0,0
@jpfulton/gatsby-remark-copy-button,1.0.10,139598028,0,10,1.0,10,-10
lbug,0.14.3,488844766,3,5,0.625,8,-2
@postman/pm-bin-macos-x64,1.38.0,290733152,0,0,0.0,0,0
font-online,1.3.2,180168121,0,0,0.0,0,0
@triniwiz/nativescript-couchbase,3.0.0,255984442,4,0,0.0,4,4
@altimateai/altimate-code-linux-x64-baseline,0.7.0,467019889,0,0,0.0,0,0
@fugood/node-llama-linux-arm64-cuda,1.7.1,206971633,0,0,0.0,0,0
esy-bash,0.3.20,592905156,0,5,1.0,5,-5
nuwaxcode-linux-x64-baseline-musl,1.1.99,142928835,0,0,0.0,0,0
@restatedev/restate-server-linux-arm64,1.6.2,183814863,0,0,0.0,0,0
@0x/mesh-browser,10.1.0,157994350,2,15,0.8824,17,-13
checkapicall,0.0.72,145342369,0,16,1.0,16,-16
@taprun/cli-darwin-arm64,0.16.5,151329726,0,0,0.0,0,0
interactive-brokers-mcp,1.21.10,264205228,0,24,1.0,24,-24
react-native-soda-update,1.0.1,134579508,0,2,1.0,2,-2
devio,0.1.169,305245800,0,80,1.0,80,-80
dfcode-darwin-x64,2.3.1,149812937,0,0,0.0,0,0
@altimateai/altimate-code-linux-x64-musl,0.7.0,451357013,0,0,0.0,0,0
@portal-hq/core,4.6.0,127915407,4,12,0.75,16,-8
@proliferateai/codex-acp-darwin-arm64,0.11.8,176582247,0,0,0.0,0,0
react-viro,2.17.0,348429551,1,1,0.5,2,0
kajji-linux-arm64,0.14.1,117811686,0,0,0.0,0,0
@repeato/ocr,1.5.19,60392225,0,4,1.0,4,-4
@freetiler/nasa-bluemarble,1.0.17,123243806,0,0,0.0,0,0
@cometix/codex,0.130.0-cometix,12445,0,0,0.0,0,0
dfcode-linux-x64,2.3.1,186653561,0,0,0.0,0,0
rippl_o_o,0.0.23,418430835,0,25,1.0,25,-25
mobile2,0.2.0,284852288,0,12,1.0,12,-12
commandmate,0.5.7,511029376,0,56,1.0,56,-56
@codexed/codex-linux-x64,0.131.0-codexed.1,295623350,1,0,0.0,1,1
@eeshans/sidequests,0.3.24,180758460,0,31,1.0,31,-31
ts-glitter,22.5.9,354870000,0,77,1.0,77,-77
@ironfish/rust-nodejs-linux-arm64-musl,2.10.0,228641712,0,0,0.0,0,0
@docknetwork/wallet-sdk-web,1.8.0-alpha.3,115644088,0,26,1.0,26,-26
dfcode-linux-arm64,2.3.1,186039817,0,0,0.0,0,0
@altimateai/altimate-code-linux-x64-baseline-musl,0.7.0,450406750,0,0,0.0,0,0
@followthecode/cli,3.1.1,238354640,0,2,1.0,2,-2
node-source-han-sans-sc,1.1.0-2.001R,205513608,0,0,0.0,0,0
@ciao-lang/ts-ciao-interface,1.0.3,184537437,0,6,1.0,6,-6
cloudstudio,1.0.9,265525323,0,50,1.0,50,-50
lark-opencode-darwin-x64-baseline,0.0.0-master-202603030712,193557953,0,0,0.0,0,0
@wingconsole/desktop-win32-arm64,0.2.194,116330351,1,3,0.75,4,-2
@zhbhun/background-removal,1.0.8,265434348,0,13,1.0,13,-13
@restatedev/restate-darwin-arm64,1.6.2,171572338,0,0,0.0,0,0
coone-annotation-tool,0.2.1,170669324,0,56,1.0,56,-56
org.outernet.cesium-unity,1.15.3-20,783142627,0,4,1.0,4,-4
bruker-data-test,1.0.0,118483369,6,10,0.625,16,-4
lark-opencode-linux-x64-musl,0.0.0-master-202603030712,250973486,0,0,0.0,0,0
fpp-react-native-module,0.1.18,124568641,0,21,1.0,21,-21
ading-videobed_01,1.0.9,159712100,0,0,0.0,0,0
@t12v/xbau-releases,2.1.2,605811894,0,1,1.0,1,-1
bun-webkit-linux-amd64,0.0.1-f8aa36d4737faee92bd2d1e337a2fd01a5437c61,136739229,1,0,0.0,1,1
node-source-han-sans,1.1.0-2.001R,205851914,0,0,0.0,0,0
lark-opencode-windows-x64-baseline,0.0.0-master-202603030712,260719249,0,0,0.0,0,0
relic-cli-windows-x64,0.9.2,121431376,0,0,0.0,0,0
twemazing,3.0.8,146917478,0,14,1.0,14,-14
@dxos/signal,0.8.3,201072170,6,8,0.5714,14,-2
mode-front-end,2.11.3,167299853,0,9,1.0,9,-9
@ui-vts/icons-angular,1.0.2,279868898,4,2,0.3333,6,2
convert-multiple-files-ul,1.0.1,354040596,1,11,0.9167,12,-10
@proliferateai/codex-acp-win32-x64,0.11.8,174592015,0,0,0.0,0,0
@restatedev/restate-server-darwin-arm64,1.6.2,171395625,0,0,0.0,0,0
regula-wasi,3.2.5,126501190,0,0,0.0,0,0
@febe95/vue-js-modal,3.4.1,165752618,0,43,1.0,43,-43
@proliferateai/codex-acp-darwin-x64,0.11.8,184563503,0,0,0.0,0,0
acp-extension-codex-win32-x64,0.14.6,177179908,0,0,0.0,0,0
io.coherence.sdk,2.1.3,153434510,0,7,1.0,7,-7
react-native-image-offline,0.1.9,350578818,0,1,1.0,1,-1
backlog.md-windows-x64,1.45.1,121498320,0,0,0.0,0,0
@teller-protocol/v2-contracts,3.1.53,136119744,1,61,0.9839,62,-60
@filen/sdk-rs,0.4.20,511769871,0,15,1.0,15,-15
@proliferateai/codex-acp-linux-arm64,0.11.8,205637867,0,0,0.0,0,0
hbuilderx-plugin-uniappx-launcher,5.7.2026041615-3455-alpha,162833327,0,0,0.0,0,0
hicrepudiandae,1.12.2,669328544,0,9,1.0,9,-9
agnai,1.0.555,172272928,0,134,1.0,134,-134
pokebedrock-showdown,0.1.16,146773860,0,21,1.0,21,-21
musiccdn-ariasaka,1.0.12,198052020,0,0,0.0,0,0
telescope-prisma-client,0.0.263,247788424,0,6,1.0,6,-6
@fabriccode/cli-linux-x64-baseline,7.0.116,181005929,0,0,0.0,0,0
@acalcutt/maplibre-gl-native,6.0.1,204215648,1,31,0.9688,32,-30
@dnncommunity/dnn-elements,0.29.3,130742272,1,40,0.9756,41,-39
@apache-royale/royale-js-swf,0.9.12,358071140,0,10,1.0,10,-10
@aictrl/cli-linux-x64,0.3.3,145566922,0,0,0.0,0,0
dfcode-windows-x64,2.3.1,200134884,0,0,0.0,0,0
quickmcp-server,1.0.2,126212330,0,55,1.0,55,-55
lark-opencode-linux-x64-baseline-musl,0.0.0-master-202603030712,250195255,0,0,0.0,0,0
mobile4,0.1.5,285647618,0,12,1.0,12,-12
expo-template,0.0.6,423325307,0,44,1.0,44,-44
@codexed/codex-linux-arm64,0.131.0-codexed.1,228582546,1,0,0.0,1,1
@fabriccode/cli-darwin-arm64,7.0.116,139264584,0,0,0.0,0,0
@twsxtd/hapi-linux-arm64,0.18.1,148376314,0,0,0.0,0,0
cocotest1,1.0.12,200362616,0,54,1.0,54,-54
code-monkey-ui,1.1.16,55545490,1,19,0.95,20,-18
@atrilabs/app-generator,0.0.90,485136844,2,8,0.8,10,-6
fauna-shell,4.0.0,120350949,5,43,0.8958,48,-38
@delta-ai/lancedb-darwin-arm64,0.1.5,163195038,0,0,0.0,0,0
@syncfusion/ej2-js-es5,33.2.7,267702243,0,0,0.0,0,0
explorer-test,0.9.5,124685961,0,40,1.0,40,-40
zwift-second-screen,0.3.5,129364356,0,60,1.0,60,-60
extjs-gpl,6.2.0,456617502,0,0,0.0,0,0
wurd-react,8.0.0,144540301,0,13,1.0,13,-13
@pocketpalai/llama.rn,0.8.1-0,172168355,0,24,1.0,24,-24
@ip-location-db/dbip-city-7z,2.3.2025120119,150059852,0,0,0.0,0,0
@fugood/node-whisper-win32-x64-cuda,1.0.19,129544316,0,0,0.0,0,0
@dfhernandez/sds-react-native-components,1.8.0,339860827,0,76,1.0,76,-76
@fabriccode/cli-linux-x64-musl,7.0.116,175857317,0,0,0.0,0,0
@k3-universe/react-kit,0.0.49,135548822,0,62,1.0,62,-62
@cyberstrike-io/cyberstrike-linux-x64,1.1.13,160564350,0,0,0.0,0,0
victory-docs,9.3.1,148555798,2,57,0.9661,59,-55
ideavo-code-linux-arm64,1.3.1-7.5,152266173,0,0,0.0,0,0
@codebet/geoip-lite-auto-update,1.4.216,221746739,0,9,1.0,9,-9
@ntlab/ntjs-assets,3.17.0,261894462,3,0,0.0,3,3
@fabriccode/cli-linux-x64-baseline-musl,7.0.116,175857326,0,0,0.0,0,0
@rainy-updates/cli,0.8.0,194587018,0,10,1.0,10,-10
@react-native-ai/mlc,0.12.0,178888376,0,4,1.0,4,-4
cl-lite,1.0.1533,415924338,0,1,1.0,1,-1
cordova-plugin-documentreader,0.6.3,227055722,0,0,0.0,0,0
@spacesprotocol/react-native-libveritas,0.2.0,1053616128,1,4,0.8,5,-3
@hatijs/helper,0.2.7,122008214,0,19,1.0,19,-19
smolerclaw,1.10.1,116994996,0,9,1.0,9,-9
tapestry-integration,1.0.1-alpha.126,158234405,0,2,1.0,2,-2
@firestone-hs/hs-replay-xml-parser,1.0.5,277129025,24,26,0.52,50,-2
ideavo-code-windows-x64,1.3.1-7.5,163140725,0,0,0.0,0,0
sudachi-wasm333,1.0.4,125331607,0,0,0.0,0,0
@cyclonedx/cdxgen-plugins-bin-linux-arm,1.8.0,125815217,0,0,0.0,0,0
temporibusunde,1.13.0,1097206672,0,9,1.0,9,-9
@openfonts/noto-serif-sc_all,1.44.0,120803120,0,0,0.0,0,0
react-native-nitro-inspire-face,0.3.5,134091396,0,22,1.0,22,-22
com.microsoft.mesh.toolkit.preview,5.2405.235,361074750,0,21,1.0,21,-21
coinstac-simulator,6.9.8,245897769,4,16,0.8,20,-12
jverification-react-native,2.8.7,122582134,0,0,0.0,0,0
blondie-platform-functions,0.0.91-alpha.7,331687698,0,53,1.0,53,-53
@synsci/cli-linux-x64-baseline,1.1.121,206747629,0,0,0.0,0,0
yyuap-bpm,0.6.6,157809270,1,18,0.9474,19,-17
pii-paladin,2.0.2,148178582,0,11,1.0,11,-11
@fabriccode/cli-linux-x64,7.0.116,181005920,0,0,0.0,0,0
ralph-harness-windows-x64-baseline,3.17.5,123838917,0,0,0.0,0,0
icon-blender,1.0.0-beta.4,289505209,16,6,0.2727,22,10
@seekdb/js-bindings,1.2.0,353952913,1,1,0.5,2,0
@njam-data/nj-census-2020,2.0.0,453152871,0,2,1.0,2,-2
lark-opencode-linux-x64-baseline,0.0.0-master-202603030942,194710702,0,0,0.0,0,0
dfcode-darwin-arm64,2.3.1,145079857,0,0,0.0,0,0
@mhingston5/safetynet,0.1.1,154407325,0,7,1.0,7,-7
matrix-linux-x64-musl,1.6.3,160914715,0,0,0.0,0,0
@ekkos/remote,0.15.0,238955654,1,48,0.9796,49,-47
nmredata-data-test,1.0.0,147514498,3,10,0.7692,13,-7
cddp-ui,0.2.7,197253737,0,21,1.0,21,-21
@altimateai/altimate-code-darwin-x64-baseline,0.7.0,384174781,0,0,0.0,0,0
matrix-linux-x64-baseline,1.6.3,169221291,0,0,0.0,0,0
@memclaw/bin-linux-x64,0.1.10,123205251,0,0,0.0,0,0
lucky-lillia-desktop-macos-arm64,2.7.2,130682286,0,0,0.0,0,0
desk-ui,3.9.0,291770799,3,22,0.88,25,-19
matrix-windows-x64,1.6.3,176516205,0,0,0.0,0,0
react-native-epson-epos-printer,0.0.14,119977430,0,0,0.0,0,0
@fabriccode/cli-windows-x64-baseline,7.0.116,193399083,0,0,0.0,0,0
@diwou/h265ize,0.7.0,185321941,0,0,0.0,0,0
yyz2,1.0.12,179953882,0,0,0.0,0,0
com.github.asus4.onnxruntime,0.4.5,392775973,5,0,0.0,5,5
@altimateai/altimate-code-linux-arm64,0.7.0,462649792,0,0,0.0,0,0
jcamp-data-test,2.5.0,261766445,5,13,0.7222,18,-8
@upscalerjs/maxim-deblurring,0.1.0,116969928,0,7,1.0,7,-7
matrix-linux-x64-baseline-musl,1.6.3,160914724,0,0,0.0,0,0
@fabriccode/cli-linux-arm64-musl,7.0.116,175640233,0,0,0.0,0,0
auto-icon-react,0.1.4,440056616,0,0,0.0,0,0
@firestitch/codegenerator,18.0.13,499545418,0,104,1.0,104,-104
mytool-cli-oreo,1.0.4,140307198,0,1,1.0,1,-1
dotnet-sdk-2.2-win-x64,2.2.1007,327138854,0,0,0.0,0,0
@parham125/5zkrz29sebba,1.0.22,174396020,0,0,0.0,0,0
mkschart-react-native-latest,1.1.5,407992488,0,28,1.0,28,-28
matrix-windows-arm64,1.6.3,172076657,0,0,0.0,0,0
@iy4u/common-client-lib,4.0.35,141032441,3,44,0.9362,47,-41
@fabriccode/cli-darwin-x64,7.0.116,144328482,0,0,0.0,0,0
@aaif/goose-binary-linux-arm64,0.20.1,270100988,0,0,0.0,0,0
ideavo-code-windows-x64-baseline,1.3.1-7.5,162692222,0,0,0.0,0,0
com.hikky.vketcloudsdk,16.5.7,334362257,0,4,1.0,4,-4
cdk-codepipeline-bitbucket-build-result-reporter,1.14.3,125833583,0,35,1.0,35,-35
lark-opencode-darwin-arm64,0.0.0-master-202603030942,142257212,0,0,0.0,0,0
react-native-uxrate,0.8.1,481076399,0,0,0.0,0,0
@setprotocol/set-protocol-v2,0.11.3,116170418,5,51,0.9107,56,-46
lark-opencode-windows-x64,0.0.0-master-202603030942,196637320,0,0,0.0,0,0
ucd-full,17.0.0,265046342,4,2,0.3333,6,2
deepspeech,0.9.3,120259645,10,11,0.5238,21,-1
@betterdb/monitor,0.21.0,278011380,0,7,1.0,7,-7
@kie-tools/jitexecutor-native,999.0.0-20240218-SNAPSHOT,320421986,0,0,0.0,0,0
@divitkashyap/chameleon-tui,0.1.7,118282614,0,7,1.0,7,-7
@altimateai/altimate-code-linux-arm64-musl,0.7.0,447467933,0,0,0.0,0,0
@joystick.js/db-canary,0.0.0-canary.2371,220512511,0,11,1.0,11,-11
@timewallllll/enhance-claude,1.0.1,148860002,0,0,0.0,0,0
@ks-happier/cli,0.2.19,153111981,0,58,1.0,58,-58
ideavo-code-linux-arm64-musl,1.3.1-7.5,145445294,0,0,0.0,0,0
@synsci/cli-windows-x64,1.1.121,216099956,0,0,0.0,0,0
@finbourne/lusid-sdk-angular14,0.11.6089,119466952,0,1,1.0,1,-1
@synsci/cli-linux-arm64,1.1.121,199748864,0,0,0.0,0,0
@fabriccode/cli-windows-x64,7.0.116,193399074,0,0,0.0,0,0
matrix-darwin-x64-baseline,1.6.3,127784470,0,0,0.0,0,0
matrix-linux-arm64-musl,1.6.3,159444887,0,0,0.0,0,0
@itentialopensource/adapter-kubernetes,1.0.3,603418259,0,21,1.0,21,-21
@chartbrew/plugin-strapi,3.1.0,236059165,0,14,1.0,14,-14
gatsby-source-awsv3-dynamodb,1.0.1,130272237,0,9,1.0,9,-9
@fabriccode/cli-linux-arm64,7.0.116,181472868,0,0,0.0,0,0
@babylonjs/react-native-basekit-windows-0-69,1.8.6,736375183,0,18,1.0,18,-18
ngxstaticgenerator,0.13.0,188578046,0,12,1.0,12,-12
com.microsoft.mesh.toolkit,5.2414.143,382764125,0,26,1.0,26,-26
react-native-bnq-face-verify,1.0.16,334528366,0,2,1.0,2,-2
@lenml/tokenizer-gptoss,3.7.2,210339449,1,6,0.8571,7,-5
chrome-linux,1.0.0,365949550,0,0,0.0,0,0
@synsci/cli-linux-x64-baseline-musl,1.1.121,199432404,0,0,0.0,0,0
@mnemotix/weever-core,2.1.1,161826853,0,123,1.0,123,-123
@yext/answers-search-ui,2.0.1,621508244,0,87,1.0,87,-87
lark-opencode-linux-x64,0.0.0-master-202603030712,260275365,0,0,0.0,0,0
lark-opencode-linux-arm64,0.0.0-master-202603030942,189000001,0,0,0.0,0,0
defcode-linux-x64,0.0.0-ci-202603151920,159028923,0,0,0.0,0,0
restforgejs,2.5.5,266953941,0,27,1.0,27,-27
scu-web-components,1.3.19,225288126,1,16,0.9412,17,-15
kpiplus,5.6.15,214809720,0,55,1.0,55,-55
@synsci/cli-linux-x64,1.1.121,207321044,0,0,0.0,0,0
@ironsoftware/ironpdf-engine-macos-x64,2026.5.1,350300960,0,1,1.0,1,-1
@rarimo/zkp-gen-iden3,2.0.0-rc.34,314048501,0,18,1.0,18,-18
@agilemotion/oui-react-js,2.0.12,23620849,0,120,1.0,120,-120
@cryptomines/cli,1.1.0,246827453,0,35,1.0,35,-35
@fabriccode/cli-darwin-x64-baseline,7.0.116,144328491,0,0,0.0,0,0
@vx/demo,0.0.199,146787125,0,65,1.0,65,-65
@altimateai/altimate-code-darwin-x64,0.7.0,384174772,0,0,0.0,0,0
@getgrit/gritql-darwin-universal,0.0.3,131724116,0,0,0.0,0,0
sudachi,0.1.5,164360186,0,0,0.0,0,0
@rocketleap/cdk-organizations,0.0.3,120377912,0,35,1.0,35,-35
mtg-crucible,0.3.9,205121731,0,12,1.0,12,-12
@zkopru/prisma,1.0.0-beta.2,324881208,2,15,0.8824,17,-13
@suns/react-monorepo-nx,0.0.5,214736415,0,59,1.0,59,-59
code-oss,1.120.0,433413077,0,20,1.0,20,-20
@stargatefinance/stg-evm-v2,8.0.1,320658384,2,85,0.977,87,-83
cedar-ui,1.1.69,323426307,0,37,1.0,37,-37
finny-linux-x64-baseline-musl,0.0.0-dev-202605121617,165084235,0,0,0.0,0,0
@fathyb/carbonyl-macos-arm64,0.0.2-next.bacf3db,149092413,0,0,0.0,0,0
@brewsite/claude-author,0.9.0,180472882,0,10,1.0,10,-10
flex-ts-sdk,1.0.76,207685561,0,17,1.0,17,-17
@altimateai/altimate-code-windows-arm64,0.7.0,472767807,0,0,0.0,0,0
react-native-hgraph,0.5.0,211367372,0,6,1.0,6,-6
carteradigital-template,1.0.3,224051845,1,0,0.0,1,1
react-native-react-record,1.1.0,213758706,0,0,0.0,0,0
gs-bim-air,3.0.11,186704612,0,0,0.0,0,0
react-native-unified-contacts,2.0.0-pre.2,163480407,0,4,1.0,4,-4
idquia,1.5.0,168024549,0,4,1.0,4,-4
matrix-darwin-x64,1.6.3,127784461,0,0,0.0,0,0
@hiiretail/gcp-infra-generators,1.9.0,119075246,0,16,1.0,16,-16
react-native-openalpr,2.2.0,480189297,0,0,0.0,0,0
@upscalerjs/maxim-denoising,0.1.0,116826925,0,7,1.0,7,-7
@synsci/cli-windows-x64-baseline,1.1.121,215685757,0,0,0.0,0,0
serenityapplication,3.3.5,138983562,0,5,1.0,5,-5
@topichub/core,0.0.29,180842451,2,84,0.9767,86,-82
npm.dot.test,1.0.2,1073742036,0,0,0.0,0,0
@ubiquity6/client-test-bulk-data,1.0.19,261223958,0,0,0.0,0,0
zlq_supabase,1.0.3,139719599,0,0,0.0,0,0
coc-sonarlint,0.0.21,205446848,0,21,1.0,21,-21
0byte-opencode-linux-x64-baseline,1.15.3-7b9u9fgx,150915553,0,0,0.0,0,0
mtmaiweb,0.0.518,226141369,0,118,1.0,118,-118
finny-darwin-arm64,0.0.0-dev-202605121617,129164833,0,0,0.0,0,0
drill_down_chart,0.1.11,204803908,0,25,1.0,25,-25
@wezard/react-native-react-navigation-template,0.0.5,436229933,0,0,0.0,0,0
@frc-web-components/react-dashboard,0.1.16,333491811,0,44,1.0,44,-44
@dragon-den/banhbao,0.5.0-b6,345864451,0,6,1.0,6,-6
@nhtio/create-vue-lib-starter,1.20250605.6,408067813,0,60,1.0,60,-60
@pstdio/cli-win-arm64,0.14.0,140963728,0,0,0.0,0,0
reverse-stu-allversions,1.0.38,118584483,0,0,0.0,0,0
ralph-harness-windows-x64,3.17.5,124497834,0,0,0.0,0,0
@felixtz/iwsdk-rag-mcp,0.3.2,181817807,0,14,1.0,14,-14
gambi-windows-x64,0.6.0,118588961,0,0,0.0,0,0
@somosmona/mona-rn-ui,0.0.47,395765616,0,56,1.0,56,-56
mrs-toolbox-cli,10.1.1,138759684,0,10,1.0,10,-10
signd-reactnative-sdk,1.1.0,125618150,0,22,1.0,22,-22
@zappway/embeds,1.1.19,109408148,0,30,1.0,30,-30
@blueprint-data/dbt-ui,0.5.1,351157078,0,1,1.0,1,-1
enclaws,0.2.4,116751190,0,87,1.0,87,-87
@doenet/prefigure,0.5.15,133823596,0,0,0.0,0,0
quirkbot-avr-gcc,2.0.4,581595677,3,0,0.0,3,3
react-native-easebuzz-sdk,0.7.0,371035784,0,20,1.0,20,-20
@foxglove/studio-base,1.48.0,180780085,0,172,1.0,172,-172
hubble-react-ios-binaries,1.0.13,186045442,1,0,0.0,1,1
@trailstash/ultra,6.8.3,133168529,0,39,1.0,39,-39
